expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
have a down on somebody/something,3216,user_list,multi-word verb,medium,less_common,no,medium
have a finger in every pie,3217,user_list,idiom,hard,less_common,no,medium
have a good mind to do something,3218,user_list,idiom,hard,less_common,no,medium
have a high old time,3219,user_list,fixed expression,medium,less_common,no,medium
have a loose tongue,3220,user_list,idiom,hard,common,no,medium
have a memory/mind like a sieve,3221,user_list,fixed expression,medium,less_common,no,low
have a night on the tiles,3222,user_list,fixed expression,medium,less_common,no,low
have a nodding acquaintance with somebody/something,3223,user_list,fixed expression,medium,less_common,no,low
have a nose round,3224,user_list,idiom,hard,common,no,medium
have a word in somebody's ear,3225,user_list,idiom,hard,less_common,no,medium
have another string/more strings to your bow,3226,user_list,fixed expression,medium,less_common,no,low
have ants in your pants,3227,user_list,fixed expression,medium,less_common,no,medium
have been in the wars,3228,user_list,fixed expression,medium,less_common,no,medium
have feet of clay,3229,user_list,idiom,hard,common,no,medium
have got somebody under your skin,3230,user_list,idiom,hard,less_common,no,medium
have had a bellyful of somebody/something,3231,user_list,fixed expression,medium,less_common,no,low
have hysterics,3232,user_list,fixed expression,medium,common,no,medium
have it your own way!,3233,user_list,formula/discourse,medium,common,no,high
have no business doing something,3234,user_list,fixed expression,medium,less_common,no,medium
have something to your credit,3235,user_list,multi-word verb,medium,less_common,no,medium
have the face to do something,3236,user_list,idiom,hard,less_common,no,medium
have/be left with egg on/all over your face,3237,user_list,idiom,hard,less_common,no,medium
have/be on a short fuse,3238,user_list,fixed expression,medium,less_common,no,medium
he who laughs last laughs longest,3239,user_list,fixed expression,medium,less_common,no,low
he who pays the piper calls the tune,3240,user_list,proverb/saying,hard,less_common,no,medium
heave into sight/view,3241,user_list,fixed expression,medium,common,no,medium
heaviness of heart,3242,user_list,idiom,hard,common,no,medium
hit somebody when they're down,3243,user_list,fixed expression,medium,less_common,no,medium
hold all the aces,3244,user_list,formula/discourse,easy,very_common,no,high
hold no brief for somebody/something,3245,user_list,formula/discourse,medium,common,no,high
hold thumbs,3246,user_list,formula/discourse,easy,very_common,no,high
horror of horrors,3247,user_list,fixed expression,medium,common,no,medium
hotfoot it,3248,user_list,fixed expression,medium,common,no,medium
I defy you/anyone to do something,3249,user_list,formula/discourse,medium,common,no,high
I'll thank you for something/to do something,3250,user_list,fixed expression,medium,less_common,no,low
I've only got one pair of hands,3251,user_list,idiom,hard,less_common,no,medium
if I was/were in your place,3252,user_list,sentence frame/pattern,medium,common,no,low
in a brown study,3253,user_list,fixed/prepositional phrase,medium,common,no,high
in all my born days,3254,user_list,fixed expression,medium,less_common,no,medium
in an undertone,3255,user_list,fixed/prepositional phrase,easy,very_common,no,high
in default of something,3256,user_list,fixed expression,medium,common,no,medium
in duplicate,3257,user_list,fixed/prepositional phrase,easy,very_common,no,high
in foal,3258,user_list,fixed/prepositional phrase,easy,very_common,no,high
in high dudgeon,3259,user_list,fixed/prepositional phrase,hard,rare,no,high
in mistake for something,3260,user_list,fixed expression,medium,common,no,medium
in mitigation,3261,user_list,fixed/prepositional phrase,easy,very_common,no,high
in no small measure,3262,user_list,fixed/prepositional phrase,medium,common,no,high
in pawn,3263,user_list,fixed/prepositional phrase,easy,very_common,no,high
in rude health,3264,user_list,fixed/prepositional phrase,easy,very_common,no,high
in the nature of things,3265,user_list,fixed expression,medium,less_common,no,medium
in the ordinary way,3266,user_list,fixed/prepositional phrase,medium,common,no,high
in the pay of somebody/something,3267,user_list,fixed expression,medium,less_common,no,medium
in words of one syllable,3268,user_list,fixed expression,medium,less_common,no,medium
it behoves somebody to do something,3269,user_list,fixed expression,medium,less_common,no,low
it takes two to do something,3270,user_list,proverb/saying,hard,less_common,no,medium
it'll be all right on the night,3271,user_list,fixed expression,medium,less_common,no,low
it's as broad as it's long,3272,user_list,fixed expression,medium,less_common,no,low
it's not over until the fat lady sings,3273,user_list,fixed expression,medium,less_common,no,low
it's six of one and half a dozen of the other,3274,user_list,fixed expression,medium,less_common,no,low
jam tomorrow,3275,user_list,fixed expression,medium,common,no,medium
jobs for the boys,3276,user_list,fixed expression,medium,common,no,medium
joking apart,3277,user_list,fixed expression,medium,common,no,medium
jump the lights,3278,user_list,fixed expression,medium,common,no,medium
jump the rails,3279,user_list,idiom,hard,common,no,medium
keep wicket,3280,user_list,fixed expression,hard,rare,no,medium
keep your end up,3281,user_list,fixed expression,medium,common,no,medium
kick over the traces,3282,user_list,fixed expression,medium,common,no,medium
kick something into the long grass/into touch,3283,user_list,fixed expression,medium,less_common,no,low
kick the tyres,3284,user_list,fixed expression,medium,common,no,medium
kill the goose that lays the golden egg/eggs,3285,user_list,fixed expression,medium,less_common,no,low
kill yourself laughing,3286,user_list,fixed expression,medium,common,no,medium
knee-high to a grasshopper,3287,user_list,fixed expression,medium,common,no,medium
knock somebody/something into a cocked hat,3288,user_list,fixed expression,medium,less_common,no,low
knock spots off somebody/something,3289,user_list,fixed expression,medium,common,no,medium
know/learn/find something to your cost,3290,user_list,fixed expression,medium,less_common,no,medium
laugh like a drain,3291,user_list,fixed expression,medium,common,no,medium
laugh till/until you cry,3292,user_list,fixed expression,medium,common,no,medium
least said soonest mended,3293,user_list,fixed expression,medium,common,no,medium
leave somebody holding the baby,3294,user_list,fixed expression,medium,less_common,no,medium
leave somebody/something to the mercy/mercies of somebody/something,3295,user_list,fixed expression,medium,less_common,no,low
leave the field clear for somebody,3296,user_list,idiom,hard,less_common,no,medium
lend colour to something,3297,user_list,fixed expression,medium,common,no,medium
let it be known/make it known that...,3298,user_list,sentence frame/pattern,medium,common,no,low
let sleeping dogs lie,3299,user_list,formula/discourse,easy,very_common,no,high
let/make the welkin ring,3300,user_list,fixed expression,hard,rare,no,medium
like a bear with a sore head,3301,user_list,idiom,hard,less_common,no,medium
like a cat on hot bricks,3302,user_list,idiom,hard,less_common,no,medium
like a cat that's got the cream,3303,user_list,idiom,hard,less_common,no,medium
like blazes,3304,user_list,fixed expression,medium,common,no,medium
like getting blood out of/from a stone,3305,user_list,idiom,hard,less_common,no,medium
like waving a red flag in front of a bull,3306,user_list,fixed expression,medium,less_common,no,low
make a drama out of something,3307,user_list,multi-word verb,medium,less_common,no,medium
make a hash of something,3308,user_list,fixed expression,medium,less_common,no,medium
make a silk purse out of a sow's ear,3309,user_list,idiom,hard,less_common,no,medium
make a virtue of necessity,3310,user_list,fixed expression,medium,less_common,no,medium
make as if to do something,3311,user_list,multi-word verb,medium,less_common,no,medium
make bricks without straw,3312,user_list,idiom,hard,rare,no,medium
make certain of something/of doing something,3313,user_list,fixed expression,medium,less_common,no,low
make free with something,3314,user_list,fixed expression,medium,common,no,medium
make great/much play of something,3315,user_list,fixed expression,medium,less_common,no,medium
make hard work of something,3316,user_list,fixed expression,medium,less_common,no,medium
make heavy weather of something,3317,user_list,idiom,hard,common,no,medium
make light work of something,3318,user_list,fixed expression,medium,less_common,no,medium
make up leeway,3319,user_list,multi-word verb,medium,common,no,medium
marry money,3320,user_list,fixed expression,medium,common,no,medium
merge into the background,3321,user_list,fixed expression,medium,common,no,medium
more power to somebody's elbow,3322,user_list,fixed expression,medium,less_common,no,medium
much of a muchness,3323,user_list,fixed expression,medium,common,no,medium
mud sticks,3324,user_list,fixed expression,medium,common,no,medium
neither fish nor fowl,3325,user_list,idiom,hard,common,no,medium
never darken my door again,3326,user_list,idiom,hard,common,no,medium
never tire of doing something,3327,user_list,fixed expression,medium,less_common,no,medium
ninety-nine times out of a hundred,3328,user_list,fixed expression,medium,less_common,no,low
not a bit of it!,3329,user_list,formula/discourse,medium,common,no,high
not a blind bit/the blindest bit of...,3330,user_list,sentence frame/pattern,medium,common,no,low
not as black as he/she/it is painted,3331,user_list,fixed expression,medium,less_common,no,low
not bat an eyelid,3332,user_list,idiom,hard,common,no,medium
not be able to do something to save your life,3333,user_list,fixed expression,medium,less_common,no,low
not be born yesterday,3334,user_list,fixed expression,medium,common,no,medium
not be getting any younger,3335,user_list,fixed expression,medium,less_common,no,medium
not be in the business of doing something,3336,user_list,fixed expression,medium,less_common,no,low
